tidn,buyercod,sellercod,odat,odai,onum,onai,ldat,term,desig2,wcat,desc,coprod,nrdel,nrdelai,delyears,buyer,seller,status,tivunit,tivorder,tivdel
62475,TAJ,RUS,2017,X,4,X,2017,AID,BMP-2,AV,IFV,L,4,X,2017,Tajikistan,Russia,S,0.36,1.44,1.44
63106,TAJ,RUS,2019,X,9,X,2019,AID,BRDM-2,AV,reconnaissance AV,L,9,X,2019,Tajikistan,Russia,R,0.099,0.891,0.891
60482,TAJ,RUS,2015,,26,X,2016,AID,BTR-70,AV,APC,L,26,X,2016,Tajikistan,Russia,N,0.27,7.02,7.02
62476,TAJ,RUS,2017,X,3,X,2017,AID,BTR-70,AV,APC,L,3,X,2017,Tajikistan,Russia,S,0.108,0.324,0.324
62474,TAJ,RUS,2017,X,2,X,2017,AID,BTR-80,AV,APC,L,2,X,2017,Tajikistan,Russia,S,0.14,0.28,0.28
62479,TAJ,RUS,2017,X,3,X,2017,AID,D-30 122mm,AR,towed gun,L,3,,2017,Tajikistan,Russia,S,0.14,0.42,0.42
62477,TAJ,RUS,2017,X,2,X,2017,AID,Mi-24V/Mi-35,AC,combat helicopter,L,2,X,2017,Tajikistan,Russia,S,3.4,6.8,6.8
62478,TAJ,RUS,2017,X,2,X,2017,AID,Mi-8T,AC,transport helicopter,L,2,X,2017,Tajikistan,Russia,S,2.4,4.8,4.8
63107,TAJ,RUS,2019,X,1,,2019,AID,P-12,GR,air search radar,L,1,,2019,Tajikistan,Russia,S,1.8,1.8,1.8
62473,TAJ,RUS,2017,X,3,,2017,N/A,T-72B,AV,tank,L,3,,2017,Tajikistan,Russia,R,1.716,5.148,5.148
63625,TAJ,RUS,2018,X,10,X,2019,N/A,Tigr,AV,APV,L,10,X,2018-2019,Tajikistan,Russia,N,0.15,1.5,1.5
65917,TAJ,RUS,2022,X,4,X,2022,AID,TOS-1,AR,self-propelled MRL,L,4,X,2022,Tajikistan,Russia,S,0.48,1.92,1.92
61281,TAJ,RUS,2022,X,4,X,2022,AID,TZM-T,AV,ALV,L,4,X,2022,Tajikistan,Russia,S,0.2,0.8,0.8
52372,THA,RUS,2020,X,3,,2021,N/A,Mi-8MT/Mi-17,AC,transport helicopter,L,3,,2021,Thailand,Russia,N,6.75,20.25,20.25
54176,THA,RUS,2014,,2,,2015,N/A,Mi-8MT/Mi-17,AC,transport helicopter,L,2,,2015,Thailand,Russia,N,6.75,13.5,13.5
59745,THA,RUS,2017,X,2,X,2018,N/A,Mi-8MT/Mi-17,AC,transport helicopter,L,2,,2018,Thailand,Russia,N,6.75,13.5,13.5
66167,TOG,RUS,2021,X,3,,2022,N/A,Mi-35M,AC,combat helicopter,L,3,X,2022,Togo,Russia,N,11.5,34.5,34.5
64903,TRK,RUS,2021,X,9,X,0,VIA,BPPU 30mm,OT,IFV turret,L,2,X,2021,Turkmenistan,Russia,N,0.6,5.4,1.2
58472,TRK,RUS,2012,X,60,X,2013,N/A,Igla-S,MI,portable SAM,L,60,,2013,Turkmenistan,Russia,N,0.08,4.8,4.8
56619,TRK,RUS,2013,,25,X,2014,N/A,Kh-35,MI,anti-ship missile,L,25,X,2013-2014,Turkmenistan,Russia,N,0.9,22.5,22.5
60588,TRK,RUS,2014,X,2,X,2015,N/A,Mi-8MT/Mi-17,AC,transport helicopter,L,2,,2015,Turkmenistan,Russia,N,6.75,13.5,13.5
50898,TRK,RUS,2008,X,2,X,2016,N/A,S-125 Pechora-2M,AD,SAM system,L,2,X,2015-2016,Turkmenistan,Russia,N,30,60,60
64865,TRK,RUS,2020,X,1,X,2021,N/A,Taifun-K-53949,AV,APC,,1,X,2021,Turkmenistan,Russia,N,0.3,0.3,0.3
60578,TRK,RUS,2008,X,100,X,2016,N/A,V-601,MI,SAM,L,100,X,2015-2016,Turkmenistan,Russia,N,0.12,12,12
61597,TUR,RUS,2017,,125,X,2019,N/A,48N6,MI,SAM,L,125,X,2019,Turkiye,Russia,N,1.1,137.5,137.5
62984,TUR,RUS,2017,,1,X,2019,N/A,64N6,GR,air search radar,L,1,X,2019,Turkiye,Russia,N,12,12,12
64127,TUR,RUS,2018,X,1600,,2021,N/A,Kornet,MI,anti-tank missile,L,1600,X,2019-2021,Turkiye,Russia,N,0.04,64,64
59633,TUR,RUS,2017,,2,X,2019,LIC,S-400 Triumf,AD,SAM system,L,2,X,2019,Turkiye,Russia,N,65,130,130
30783,UAE,RUS,2000,,1200,X,2013,N/A,57E6,MI,SAM,,1200,X,2009-2013,UAE,Russia,N,0.25,300,300
27414,UAE,RUS,2000,,50,,2013,N/A,96K9 Pantsyr-S1,AD,self-propelled AD system,L,50,X,2009-2013,UAE,Russia,N,11,550,550
60756,UAE,RUS,2017,,5000,,2020,N/A,Kornet,MI,anti-tank missile,L,5000,X,2018-2020,UAE,Russia,N,0.04,200,200
65643,UGA,RUS,2020,X,150,X,0,N/A,9M114,MI,anti-tank missile,L,75,X,2022,Uganda,Russia,N,0.02,3,1.5
54423,UGA,RUS,2010,,1000,,2013,N/A,Kornet,MI,anti-tank missile,L,1000,X,2012-2013,Uganda,Russia,N,0.04,40,40
65640,UGA,RUS,2020,X,6,X,0,N/A,Mi-28N,AC,combat helicopter,L,3,X,2022,Uganda,Russia,N,15.5,93,46.5
61480,UZB,RUS,2018,X,12,,2021,N/A,Mi-35M,AC,combat helicopter,L,12,X,2019-2021,Uzbekistan,Russia,N,11.5,138,138
59293,UZB,RUS,2016,X,100,X,2018,N/A,R-73,MI,SRAAM,L,100,X,2017-2018,Uzbekistan,Russia,N,0.15,15,15
61390,UZB,RUS,2017,X,10,X,2019,N/A,Taifun-K-53949,AV,APC,,10,X,2019,Uzbekistan,Russia,N,0.26,2.6,2.6
63738,UZB,RUS,2020,X,100,X,0,N/A,vehicle engine,EN,vehicle engine,,5,X,2021,Uzbekistan,Russia,N,0.16,16,0.8
52784,VEN,RUS,2009,,48,X,2013,N/A,2S19 MSTA-S 152mm,AR,self-propelled gun,L,48,X,2011-2013,Venezuela,Russia,N,1.75,84,84
53730,VEN,RUS,2009,X,300,X,2013,N/A,9M317,MI,SAM,L,300,X,2013,Venezuela,Russia,N,0.25,75,75
57859,VEN,RUS,2009,,40,X,2013,N/A,9M82M,MI,SAM,L,40,X,2013,Venezuela,Russia,N,1.5,60,60
31399,VEN,RUS,2009,,150,X,2013,N/A,9M83M,MI,SAM,L,150,X,2013,Venezuela,Russia,N,0.9,135,135
53493,VEN,RUS,2009,X,1000,X,2013,N/A,Bastion,MI,anti-tank missile,L,1000,X,2011-2013,Venezuela,Russia,N,0.02,20,20
51553,VEN,RUS,2009,X,12,X,2013,N/A,BM-9A52 Smerch,AR,self-propelled MRL,L,12,X,2013,Venezuela,Russia,N,1.2,14.4,14.4
50781,VEN,RUS,2009,,123,X,2013,N/A,BMP-3,AV,IFV,L,123,X,2011-2013,Venezuela,Russia,N,1.45,178.35,178.35
62405,VEN,RUS,2009,,5,X,2013,N/A,BREM-1,AV,ARV,L,5,X,2011-2013,Venezuela,Russia,R,0.924,4.62,4.62
34215,VEN,RUS,2009,,114,X,2014,N/A,BTR-80A,AV,IFV,L,114,X,2011-2014,Venezuela,Russia,N,0.9,102.6,102.6
51560,VEN,RUS,2009,X,3,X,2013,N/A,Buk-M2,AD,SAM system,L,3,X,2013,Venezuela,Russia,N,60,180,180
50899,VEN,RUS,2008,X,11,X,2014,N/A,S-125 Pechora-2M,AD,SAM system,L,11,X,2011-2014,Venezuela,Russia,N,30,330,330
51559,VEN,RUS,2009,X,3,X,2013,N/A,S-300VM/SA-23,AD,SAM system,L,3,X,2013,Venezuela,Russia,N,60,180,180
50621,VEN,RUS,2009,,92,,2013,N/A,T-72M1,AV,tank,L,92,,2011-2013,Venezuela,Russia,R,1.716,157.872,157.872
53507,VEN,RUS,2008,,550,X,2014,N/A,V-601,MI,SAM,L,550,X,2011-2014,Venezuela,Russia,R,0.0792,43.56,43.56
63636,VN,RUS,2009,X,25,X,2016,N/A,3M-14E Club,MI,SSM,L,25,X,2013-2016,Viet Nam,Russia,N,1.4,35,35
53704,VN,RUS,2009,X,25,X,2016,N/A,3M-54E Club,MI,anti-ship/land-attack missile,L,25,X,2013-2016,Viet Nam,Russia,N,1.4,35,35
56758,VN,RUS,2009,X,80,X,2016,N/A,53-65,MI,anti-ship torpedo,L,80,X,2013-2016,Viet Nam,Russia,N,1.1,88,88
57409,VN,RUS,2012,X,4,,2014,LIC,FC-54,SH,patrol craft,,4,,2012-2014,Viet Nam,Russia,N,29.4,117.6,117.6
36148,VN,RUS,2012,,2,,2018,N/A,Gepard-3,SH,frigate,L,2,,2017-2018,Viet Nam,Russia,N,175,350,350
24624,VN,RUS,1996,X,400,X,2014,N/A,Igla-1,MI,portable SAM,L,400,X,1999-2014,Viet Nam,Russia,N,0.07,28,28
53030,VN,RUS,2004,,250,X,2016,N/A,Kh-35,MI,anti-ship missile,L,250,X,2008-2016,Viet Nam,Russia,N,0.9,225,225
54523,VN,RUS,2011,X,0,,0,LIC,Kh-35,MI,anti-ship missile,L,40,X,2019-2022,Viet Nam,Russia,N,0.9,0,36
61320,VN,RUS,2012,X,30,X,2018,N/A,Kh-35,MI,anti-ship missile,L,30,X,2017-2018,Viet Nam,Russia,N,0.9,27,27
32257,VN,RUS,2004,X,8,X,2016,LIC,Project-1241,SH,FAC,L,8,,2008-2016,Viet Nam,Russia,N,63.5,508,508
28820,VN,RUS,2009,,6,,2017,N/A,Project-636E,SH,submarine,L,6,,2013-2017,Viet Nam,Russia,N,260,1560,1560
56215,VN,RUS,2013,,12,,2016,N/A,Su-30MK,AC,FGA aircraft,L,12,,2014-2016,Viet Nam,Russia,N,55,660,660
58356,VN,RUS,2017,,64,,2019,N/A,T-90S,AV,tank,L,64,X,2018-2019,Viet Nam,Russia,N,4,256,256
36155,VN,RUS,2012,X,30,X,2018,N/A,TEST-71,MI,anti-ship/ASW torpedo,L,30,X,2017-2018,Viet Nam,Russia,N,1,30,30
56757,VN,RUS,2009,X,80,X,2016,N/A,TEST-71,MI,anti-ship/ASW torpedo,L,80,X,2013-2016,Viet Nam,Russia,N,1,80,80
35173,VN,RUS,2019,,12,,2022,N/A,Yak-130,AC,trainer/combat aircraft,L,12,,2021-2022,Viet Nam,Russia,N,10.5,126,126
57690,XUR,RUS,2014,,5,X,2014,AID,BTR-82A,AV,IFV,L,5,X,2014,Ukraine Rebels*,Russia,N,0.95,4.75,4.75
58447,XUR,RUS,2014,,10,X,2014,AID,Grom-2,MI,portable SAM,L,10,X,2014,Ukraine Rebels*,Russia,S,0.032,0.32,0.32
58489,XUR,RUS,2014,,100,X,2014,AID,Kornet,MI,anti-tank missile,L,100,X,2014,Ukraine Rebels*,Russia,S,0.016,1.6,1.6
58498,XUR,RUS,2014,,10,X,2014,AID,T-72B,AV,tank,L,10,X,2014,Ukraine Rebels*,Russia,R,1.716,17.16,17.16
62726,XXR,RUS,2019,X,50,X,2020,N/A,K029E,MI,guided bomb,,50,X,2020,unknown recipient(s),Russia,N,0.03,1.5,1.5
62725,XXR,RUS,2019,X,50,X,2020,N/A,K08BE,MI,guided bomb,,50,X,2020,unknown recipient(s),Russia,N,0.03,1.5,1.5
64678,ZAM,RUS,2018,X,10,X,2019,N/A,BTR-80,AV,APC,L,10,X,2019,Zambia,Russia,N,0.35,3.5,3.5
58739,ZAM,RUS,2014,,2,X,2015,N/A,Mi-8MT/Mi-17,AC,transport helicopter,L,2,X,2015,Zambia,Russia,N,6.75,13.5,13.5
63631,ZAM,RUS,2018,X,12,X,2019,N/A,Tigr,AV,APV,L,12,X,2019,Zambia,Russia,N,0.15,1.8,1.8
,,,,,158070,,,,,,,,129380,,,,,,,,
