tidn,buyercod,sellercod,odat,odai,onum,onai,ldat,term,desig2,wcat,desc,coprod,nrdel,nrdelai,delyears,buyer,seller,status,tivunit,tivorder,tivdel
52989,NET,FRA,2000,X,24,X,2015,N/A,aircraft engine,EN,aircraft engine,L,24,X,2010-2015,Netherlands,France,N,0.75,18,18
37700,NET,FRA,2000,,13,,2015,N/A,ENR,GR,MP aircraft radar,L,13,X,2010-2015,Netherlands,France,N,3.5,45.5,45.5
61647,NET,FRA,2019,,6,,0,N/A,MCM-2720,SH,MCM ship,,,,,Netherlands,France,N,0,0,0
54712,NIG,FRA,2016,X,2,,2018,N/A,FPB-110,SH,patrol craft,L,2,,2018,Nigeria,France,N,6.8,13.6,13.6
63327,NIG,FRA,2019,,2,,2021,N/A,FPB-110,SH,patrol craft,L,2,X,2020-2021,Nigeria,France,N,6.8,13.6,13.6
60708,NIG,FRA,2017,X,2,,2017,N/A,FPB-72,SH,patrol craft,L,2,,2017,Nigeria,France,N,3.6,7.2,7.2
61372,NIG,FRA,2017,,2,,2018,N/A,FPB-72,SH,patrol craft,L,2,,2018,Nigeria,France,N,3.6,7.2,7.2
63328,NIG,FRA,2019,,1,,2020,N/A,FPB-72,SH,patrol craft,L,1,,2020,Nigeria,France,N,3.6,3.6,3.6
53303,NIG,FRA,2021,X,2,,0,N/A,FPB-98,SH,patrol craft,L,,,,Nigeria,France,N,6.5,13,0
56356,NIG,FRA,2012,X,1,,2013,N/A,FPB-98,SH,patrol craft,L,1,,2013,Nigeria,France,N,6.5,6.5,6.5
64981,NIG,FRA,2021,X,40,X,0,VIA,Mistral,MI,portable SAM,L,,,,Nigeria,France,N,0.09,3.6,0
59982,NIG,FRA,2013,X,3,,2013,AID,SA-342 Gazelle,AC,light helicopter,L,3,,2013,Nigeria,France,S,0.34,1.02,1.02
63316,NIR,FRA,2019,,13,,2019,N/A,Bastion,AV,APC/APV,L,13,,2019,Niger,France,N,0.16,2.08,2.08
56792,NIR,FRA,2012,,3,,2013,AID,SA-342 Gazelle,AC,light helicopter,L,3,,2013,Niger,France,S,0.34,1.02,1.02
66066,NIR,FRA,2022,,2,,2022,AID,SA-342 Gazelle,AC,light helicopter,L,2,,2022,Niger,France,S,0.34,0.68,0.68
60629,NIR,FRA,2015,,4,,2015,AID,VAB-VTT,AV,APC,L,4,,2015,Niger,France,S,0.12,0.48,0.48
37696,NOR,FRA,2002,,6,X,2021,N/A,FLASH,GR,ASW sonar,L,6,X,2016-2021,Norway,France,N,2,12,12
34772,NOR,FRA,2003,,6,,2013,N/A,MRR-3D,GR,air search radar,L,6,X,2010-2013,Norway,France,N,10,60,60
37703,NOR,FRA,2001,,14,,2019,N/A,Ocean Master,GR,MP aircraft radar,L,14,X,2011-2019,Norway,France,N,2.5,35,35
32035,NZ,FRA,2006,,9,,2014,N/A,NH-90 TTH,AC,transport helicopter,L,9,,2011-2014,New Zealand,France,N,7,63,63
39308,OMA,FRA,2007,X,60,X,2014,N/A,MICA,MI,BVRAAM,L,60,X,2013-2014,Oman,France,N,0.4,24,24
39699,OMA,FRA,2006,,50,X,2014,N/A,MM-40-3 Exocet,MI,anti-ship/land-attack missile,L,50,X,2013-2014,Oman,France,N,1,50,50
32684,OMA,FRA,2004,,20,,2017,N/A,NH-90 TTH,AC,transport helicopter,L,20,X,2010-2017,Oman,France,N,7,140,140
51929,PAK,FRA,2007,,2,,2013,N/A,air-independent ship engine,EN,AIP engine,L,2,X,2012-2013,Pakistan,France,N,2,4,4
50752,PAK,FRA,2007,X,10,,2014,N/A,AS-350/AS-550 Fennec,AC,light helicopter,L,10,X,2013-2014,Pakistan,France,N,0.9,9,9
50859,PAK,FRA,2007,,10,,2013,N/A,RAC-3D,GR,air search radar,L,10,X,2010-2013,Pakistan,France,N,4.76,47.6,47.6
58021,PAK,FRA,2013,X,2,,2014,N/A,SA-316B Alouette-3,AC,light helicopter,L,2,,2014,Pakistan,France,S,0.36,0.72,0.72
55804,PAK,FRA,2005,,16,,2013,VIA,ship engine,EN,ship engine,,16,,2009-2013,Pakistan,France,N,2.5,40,40
52352,PER,FRA,2014,,1,,2016,OFFS,Astrosat-300,SA,recce satellite,,1,,2016,Peru,France,N,50,50,50
52931,PER,FRA,2012,,16,,2015,N/A,MM-40-3 Exocet,MI,anti-ship/land-attack missile,L,16,X,2014-2015,Peru,France,N,1,16,16
60132,PHI,FRA,2016,,2,,2019,N/A,FLASH,GR,ASW sonar,L,2,,2019,Philippines,France,N,2,4,4
62563,PHI,FRA,2019,,40,X,2021,N/A,Mistral,MI,portable SAM,L,40,X,2021,Philippines,France,N,0.09,3.6,3.6
56718,POL,FRA,2013,,2,,2013,N/A,Cabri G2,AC,light helicopter,L,2,,2013,Poland,France,N,0.2,0.4,0.4
64496,POR,FRA,2019,X,44,X,2020,N/A,MILAN,MI,anti-tank missile,L,44,,2020,Portugal,France,N,0.01,0.44,0.44
58785,QAT,FRA,2015,,300,,2020,N/A,AASM Hammer,MI,ASM,L,300,X,2019-2020,Qatar,France,N,0.2,60,60
58783,QAT,FRA,2015,,60,,2020,N/A,AM-39 Exocet,MI,anti-ship missile,L,60,X,2019-2020,Qatar,France,N,0.9,54,54
61705,QAT,FRA,2018,,16,,2020,N/A,AS-350/AS-550 Fennec,AC,light helicopter,L,16,X,2018-2020,Qatar,France,N,0.9,14.4,14.4
59697,QAT,FRA,2016,,2,X,0,N/A,Exocet CDS,GR,coastal defence system,L,1,X,2022,Qatar,France,N,15,30,15
54419,QAT,FRA,2011,,22,,2013,POLI,Higuard,AV,APC,L,22,,2012-2013,Qatar,France,N,0.4,8.8,8.8
61273,QAT,FRA,2015,,52,,2020,SPAR,M-88,EN,turbofan,L,52,X,2019-2020,Qatar,France,N,2.5,130,130
58786,QAT,FRA,2015,,300,,2020,N/A,MICA,MI,BVRAAM,L,300,X,2019-2020,Qatar,France,N,0.4,120,120
59843,QAT,FRA,2016,X,30,X,2022,N/A,MICA,MI,BVRAAM,L,30,X,2022,Qatar,France,N,0.4,12,12
58416,QAT,FRA,2012,,500,X,2015,N/A,MILAN,MI,anti-tank missile,L,500,X,2015,Qatar,France,N,0.01,5,5
36680,QAT,FRA,2009,X,35,X,2013,N/A,Mistral,MI,portable SAM,L,35,X,2010-2013,Qatar,France,N,0.09,3.15,3.15
51910,QAT,FRA,2010,,70,X,2013,N/A,MM-40-3 Exocet,MI,anti-ship/land-attack missile,L,70,X,2012-2013,Qatar,France,N,1,70,70
59696,QAT,FRA,2016,,20,X,0,N/A,MM-40-3 Exocet,MI,anti-ship/land-attack missile,L,10,X,2022,Qatar,France,N,1,20,10
59845,QAT,FRA,2016,X,80,X,0,N/A,MM-40-3 Exocet,MI,anti-ship/land-attack missile,L,66,X,2021-2022,Qatar,France,N,1,80,66
54988,QAT,FRA,2018,,16,,0,VIA,NH-90 TTH,AC,transport helicopter,L,2,X,2021-2022,Qatar,France,N,7,112,14
52489,QAT,FRA,2015,,24,,2020,N/A,Rafale,AC,FGA aircraft,L,24,X,2019-2020,Qatar,France,N,55,1320,1320
61481,QAT,FRA,2017,,12,,2022,N/A,Rafale,AC,FGA aircraft,L,12,,2021-2022,Qatar,France,N,55,660,660
54420,QAT,FRA,2011,,10,X,2013,POLI,Sherpa,AV,APC/APV,L,10,X,2012-2013,Qatar,France,N,0.25,2.5,2.5
58784,QAT,FRA,2015,,140,,2020,N/A,Storm Shadow/SCALP-EG,MI,ASM,L,140,X,2019-2020,Qatar,France,N,0.64,89.6,89.6
59844,QAT,FRA,2016,X,2,,2022,N/A,VL-MICA-M,NW,naval SAM system,L,2,,2022,Qatar,France,N,5,10,10
39246,ROM,FRA,2019,X,4,,0,N/A,Gowind-2500,SH,frigate,L,,,,Romania,France,N,211,844,0
58394,ROM,FRA,2012,,16,,2015,PEAC,VAP,AV,APV,L,16,,2013-2015,Romania,France,N,0.12,1.92,1.92
56392,RUS,FRA,2012,,3,,2013,N/A,AS-350/AS-550 Fennec,AC,light helicopter,L,3,,2013,Russia,France,N,0.9,2.7,2.7
56393,RUS,FRA,2012,,2,,2013,N/A,AS-355/AS-555 Fennec,AC,light helicopter,L,2,,2013,Russia,France,N,1.3,2.6,2.6
37875,SA,FRA,1996,X,22,X,2013,ASS,aircraft engine,EN,aircraft engine,L,22,X,2011-2013,South Africa,France,N,0.5,11,11
51049,SAU,FRA,2009,,3,,2015,VIA,A-330 MRTT,AC,tanker/transport aircraft,L,3,,2014-2015,Saudi Arabia,France,N,98,294,294
54540,SAU,FRA,2011,,73,X,2015,N/A,Aravis,AV,APC,L,73,X,2013-2015,Saudi Arabia,France,N,0.27,19.71,19.71
54542,SAU,FRA,2012,,191,,2016,N/A,Aravis,AV,APC,L,191,X,2015-2016,Saudi Arabia,France,N,0.27,51.57,51.57
62010,SAU,FRA,2013,X,500,X,2018,N/A,ARIVE,AV,APC,,500,X,2016-2018,Saudi Arabia,France,N,0.25,125,125
63572,SAU,FRA,2019,X,7,,2021,N/A,AS-532 Cougar/AS-332,AC,transport helicopter,L,7,,2020-2021,Saudi Arabia,France,N,7.25,50.75,50.75
61145,SAU,FRA,2015,X,71,X,2016,N/A,Bastion,AV,APC/APV,L,71,X,2016,Saudi Arabia,France,N,0.16,11.36,11.36
55149,SAU,FRA,2011,X,1000,X,2013,N/A,BONUS-2,MI,guided shell,L,1000,X,2012-2013,Saudi Arabia,France,N,0.04,40,40
55235,SAU,FRA,2011,,32,,2015,ASS,CAESAR 155mm,AR,self-propelled gun,,32,X,2013-2015,Saudi Arabia,France,N,1.07,34.24,34.24
61988,SAU,FRA,2018,,24,,2018,N/A,CAESAR 155mm,AR,self-propelled gun,,24,X,2018,Saudi Arabia,France,N,1.07,25.68,25.68
66107,SAU,FRA,2018,,5,,0,N/A,CAPTAS-2,GR,ASW sonar,L,3,,2022,Saudi Arabia,France,N,9,45,27
60478,SAU,FRA,2014,X,4,X,2019,N/A,COBRA,GR,arty locating radar,L,4,X,2019,Saudi Arabia,France,N,10,40,40
50110,SAU,FRA,2007,X,60,X,2017,ASS,Damocles,GR,aircraft EO system,L,60,X,2009-2017,Saudi Arabia,France,N,1,60,60
59029,SAU,FRA,2015,,10,X,2019,N/A,FLASH,GR,ASW sonar,L,10,X,2018-2019,Saudi Arabia,France,N,2,20,20
65031,SAU,FRA,2020,X,12,,0,N/A,FPB-2200,SH,FAC,,7,X,2022,Saudi Arabia,France,N,4,48,28
55203,SAU,FRA,2011,,20,X,2015,N/A,Ground Master-60,GR,air search radar,L,20,X,2013-2015,Saudi Arabia,France,N,7.5,150,150
61773,SAU,FRA,2018,,39,,2022,LIC,HSI-32,SH,patrol craft,L,39,X,2020-2022,Saudi Arabia,France,N,5,195,195
63795,SAU,FRA,2020,,19,,0,LIC,HSI-32,SH,patrol craft,L,,,,Saudi Arabia,France,N,5,95,0
62858,SAU,FRA,2017,X,88,X,2021,N/A,LG1 105mm,AR,towed gun,L,88,,2018-2021,Saudi Arabia,France,N,0.6,52.8,52.8
62366,SAU,FRA,2013,,250,X,2019,N/A,MICA,MI,BVRAAM,L,250,X,2018-2019,Saudi Arabia,France,N,0.4,100,100
62509,SAU,FRA,2018,X,120,X,0,N/A,MICA,MI,BVRAAM,L,70,X,2022,Saudi Arabia,France,N,0.4,48,28
57210,SAU,FRA,2013,X,100,X,2014,N/A,MILAN,MI,anti-tank missile,L,100,X,2014,Saudi Arabia,France,N,0.01,1,1
55200,SAU,FRA,2011,,1000,X,2015,N/A,Mistral,MI,portable SAM,L,1000,X,2013-2015,Saudi Arabia,France,N,0.09,90,90
56253,SAU,FRA,2013,,80,X,2017,N/A,Mistral,MI,portable SAM,L,80,X,2016-2017,Saudi Arabia,France,N,0.09,7.2,7.2
53227,SAU,FRA,2011,,49,X,2015,N/A,MPCV,AD,self-propelled AD system,L,49,X,2013-2015,Saudi Arabia,France,N,0.63,30.87,30.87
59976,SAU,FRA,2016,,100,,2017,N/A,Sherpa,AV,APC/APV,L,100,X,2016-2017,Saudi Arabia,France,N,0.25,25,25
59975,SAU,FRA,2016,,100,,2020,N/A,VAB MK-3,AV,IFV,,100,X,2019-2020,Saudi Arabia,France,N,1.2,120,120
56700,SAU,FRA,2013,,5,X,2019,N/A,VL-MICA,AD,SAM system,L,5,X,2018-2019,Saudi Arabia,France,N,20,100,100
62508,SAU,FRA,2018,X,5,,0,N/A,VL-MICA,AD,SAM system,L,3,,2022,Saudi Arabia,France,N,20,100,60
61916,SEN,FRA,2016,X,9,X,2017,N/A,Bastion,AV,APC/APV,L,9,,2017,Senegal,France,N,0.16,1.44,1.44
62587,SEN,FRA,2018,,36,,2018,N/A,Bastion,AV,APC/APV,L,36,,2018,Senegal,France,N,0.16,5.76,5.76
61807,SEN,FRA,2018,,2,X,2019,N/A,Ground Master-400,GR,air search radar,L,2,,2019,Senegal,France,N,13,26,26
65460,SEN,FRA,2022,,8,,0,N/A,LG1 105mm,AR,towed gun,L,,,,Senegal,France,N,0.6,4.8,0
63085,SEN,FRA,2019,X,30,X,0,N/A,Mistral,MI,portable SAM,L,,,,Senegal,France,N,0.09,2.7,0
61929,SEN,FRA,2018,X,1,X,2021,VIA,Ocean Master,GR,MP aircraft radar,L,1,,2021,Senegal,France,N,2.5,2.5,2.5
58324,SEN,FRA,2014,,1,,2016,N/A,OPV-190,SH,OPV,,1,,2016,Senegal,France,N,20,20,20
56054,SEN,FRA,2013,,1,,2015,N/A,OPV-45,SH,patrol craft,L,1,,2015,Senegal,France,N,10.25,10.25,10.25
63080,SEN,FRA,2019,,3,,0,N/A,OPV-58,SH,FAC,,,,,Senegal,France,N,0,0,0
63087,SEN,FRA,2019,,,,0,N/A,Super Rapid 76mm,NW,naval gun,L,,,,Senegal,France,N,2.75,0,0
59201,SEN,FRA,2014,X,4,,2015,N/A,TB-30 Epsilon,AC,trainer aircraft,L,4,,2015,Senegal,France,S,0.12,0.48,0.48
62665,SEN,FRA,2019,X,2,,2019,AID,TB-30 Epsilon,AC,trainer aircraft,L,2,,2019,Senegal,France,S,0.12,0.24,0.24
65202,SEN,FRA,2020,,2,,2021,N/A,TB-30 Epsilon,AC,trainer aircraft,L,2,,2021,Senegal,France,S,0.12,0.24,0.24
61578,SEN,FRA,2016,,13,,2017,POLI,VAP,AV,APV,L,13,,2017,Senegal,France,N,0.12,1.56,1.56
66123,SER,FRA,2021,X,7,,0,N/A,Ground Master-200,GR,air search radar,L,1,X,2022,Serbia,France,N,10,70,10
66122,SER,FRA,2021,X,,,0,N/A,Ground Master-400,GR,air search radar,L,1,X,2022,Serbia,France,N,13,0,13
66126,SER,FRA,2021,X,,,0,N/A,Ground Master-60,GR,air search radar,L,,,,Serbia,France,N,7.5,0,0
62827,SER,FRA,2019,,50,,0,N/A,Mistral,MI,portable SAM,L,25,X,2022,Serbia,France,N,0.09,4.5,2.25
31425,SIN,FRA,2014,,6,,2020,VIA,A-330 MRTT,AC,tanker/transport aircraft,L,6,,2018-2020,Singapore,France,N,98,588,588
32301,SIN,FRA,2001,X,300,X,2013,N/A,ASTER-15 SAAM,MI,SAM,L,300,X,2006-2013,Singapore,France,N,0.3,90,90
56335,SIN,FRA,2013,,200,X,2018,N/A,ASTER-30,MI,SAM,L,200,X,2017-2018,Singapore,France,N,1,200,200
60390,SIN,FRA,2016,,12,X,2022,N/A,EC725 Super Cougar,AC,transport helicopter,L,12,X,2021-2022,Singapore,France,N,7.5,90,90
56189,SIN,FRA,2012,,3,X,2013,N/A,Ground Master-200,GR,air search radar,L,3,X,2012-2013,Singapore,France,N,10,30,30
58647,SIN,FRA,2014,X,51,X,2016,N/A,Higuard,AV,APC,L,51,X,2014-2016,Singapore,France,N,0.4,20.4,20.4
59139,SIN,FRA,2013,X,150,X,2019,N/A,MICA,MI,BVRAAM,L,150,X,2017-2019,Singapore,France,N,0.4,60,60
56624,SIN,FRA,2013,,2,X,2018,N/A,SAMP/T,AD,ABM/SAM system,L,2,X,2017-2018,Singapore,France,N,55,110,110
60628,SIN,FRA,2014,X,60,X,2015,N/A,Sherpa,AV,APC/APV,L,60,,2015,Singapore,France,N,0.25,15,15
59138,SIN,FRA,2013,,8,,2019,N/A,VL-MICA-M,NW,naval SAM system,L,8,,2017-2019,Singapore,France,N,5,40,40
59222,SOM,FRA,2015,,13,,2016,N/A,Bastion,AV,APC/APV,L,13,,2016,Somalia,France,N,0.16,2.08,2.08
60101,SPA,FRA,2015,X,2,,2017,N/A,AS-532 Cougar/AS-332,AC,transport helicopter,L,2,X,2016-2017,Spain,France,S,2.9,5.8,5.8
60102,SPA,FRA,2016,,1,,2016,N/A,AS-532 Cougar/AS-332,AC,transport helicopter,L,1,,2016,Spain,France,N,7.25,7.25,7.25
61476,SPA,FRA,2016,X,3,,2018,N/A,AS-532 Cougar/AS-332,AC,transport helicopter,L,3,,2017-2018,Spain,France,N,7.25,21.75,21.75
63198,SPA,FRA,2019,,5,,0,N/A,BlueMaster,GR,ASW sonar,L,,,,Spain,France,N,10,50,0
63194,SPA,FRA,2019,X,5,,0,N/A,CAPTAS-4,GR,ASW sonar,L,,,,Spain,France,N,11,55,0
24327,SPA,FRA,2003,,24,,2020,LIC,EC-665 Tiger,AC,combat helicopter,L,24,X,2007-2020,Spain,France,N,11.5,276,276
31073,SPA,FRA,2005,,22,,2022,LIC,NH-90 TTH,AC,transport helicopter,L,22,X,2014-2022,Spain,France,N,7,154,154
58148,SRI,FRA,2014,X,4,,2018,VIA,ship engine,EN,ship engine,,4,,2017-2018,Sri Lanka,France,N,4,16,16
56586,SUR,FRA,2012,,1,,2013,POLI,FPB-98,SH,patrol craft,L,1,,2013,Suriname,France,N,6.5,6.5,6.5
37697,SWE,FRA,2001,X,5,,2017,N/A,FLASH,GR,ASW sonar,L,5,X,2015-2017,Sweden,France,N,2,10,10
28423,SWE,FRA,2001,,13,,2019,LIC,NH-90 TTH,AC,transport helicopter,L,13,X,2011-2019,Sweden,France,N,7,91,91
62212,TAN,FRA,2017,,8,,0,N/A,AS-350/AS-550 Fennec,AC,light helicopter,L,4,X,2018-2021,Tanzania,France,N,0.9,7.2,3.6
61627,TAN,FRA,2017,,4,,2021,N/A,AS-532 Cougar/AS-332,AC,transport helicopter,L,4,X,2020-2021,Tanzania,France,N,7.25,29,29
61628,TAN,FRA,2017,,2,,2018,N/A,EC725 Super Cougar,AC,transport helicopter,L,2,,2018,Tanzania,France,N,7.5,15,15
54261,THA,FRA,2011,,8,,2014,N/A,AS-350/AS-550 Fennec,AC,light helicopter,L,8,X,2013-2014,Thailand,France,N,0.9,7.2,7.2
36683,THA,FRA,2012,,4,,2015,N/A,EC725 Super Cougar,AC,transport helicopter,L,4,,2015,Thailand,France,N,7.5,30,30
58007,THA,FRA,2014,,2,,2016,N/A,EC725 Super Cougar,AC,transport helicopter,L,2,,2016,Thailand,France,N,7.5,15,15
60309,THA,FRA,2016,,2,,2018,N/A,EC725 Super Cougar,AC,transport helicopter,L,2,,2018,Thailand,France,N,7.5,15,15
62167,THA,FRA,2018,,4,,2021,N/A,EC725 Super Cougar,AC,transport helicopter,L,4,,2021,Thailand,France,N,7.5,30,30
64272,THA,FRA,2021,X,12,,0,N/A,LG1 105mm,AR,towed gun,L,,,,Thailand,France,N,0.6,7.2,0
62367,THA,FRA,2016,,50,X,2018,N/A,MICA,MI,BVRAAM,L,50,X,2018,Thailand,France,N,0.4,20,20
61458,THA,FRA,2016,X,1,,2018,N/A,VL-MICA,AD,SAM system,L,1,,2018,Thailand,France,N,20,20,20
57781,TOG,FRA,2013,,30,,2014,N/A,Bastion,AV,APC/APV,L,30,,2014,Togo,France,N,0.16,4.8,4.8
56053,TOG,FRA,2013,,2,,2014,N/A,RPB-33,SH,patrol craft,L,2,,2014,Togo,France,N,5,10,10
63272,TOG,FRA,2016,,4,,2020,N/A,SA-342 Gazelle,AC,light helicopter,L,4,X,2019-2020,Togo,France,S,0.34,1.36,1.36
64728,TRK,FRA,2019,X,25,X,2021,N/A,MICA,MI,BVRAAM,L,25,X,2021,Turkmenistan,France,N,0.4,10,10
58509,TRK,FRA,2012,X,28,X,2017,N/A,Mistral,MI,portable SAM,L,28,X,2013-2017,Turkmenistan,France,N,0.09,2.52,2.52
64727,TRK,FRA,2019,X,1,,2021,VIA,VL-MICA,AD,SAM system,L,1,,2021,Turkmenistan,France,N,20,20,20
59224,TUN,FRA,2015,,4,,2016,N/A,ACMAT APC,AV,APC,L,4,,2016,Tunisia,France,N,0.16,0.64,0.64
61146,TUN,FRA,2015,X,4,,2016,N/A,Bastion,AV,APC/APV,L,4,,2016,Tunisia,France,N,0.16,0.64,0.64
61024,TUN,FRA,2015,X,13,X,2017,POLI,VAB Mk-3,AV,APC,,13,X,2016-2017,Tunisia,France,N,0.35,4.55,4.55
30431,TUR,FRA,2002,,15,,0,N/A,Ocean Master,GR,MP aircraft radar,L,14,X,2013-2022,Turkiye,France,N,2.5,37.5,35
31914,UAE,FRA,2008,,3,,2013,VIA,A-330 MRTT,AC,tanker/transport aircraft,L,3,,2013,UAE,France,N,98,294,294
63082,UAE,FRA,2021,,2,,0,VIA,A-330 MRTT,AC,tanker/transport aircraft,L,,,,UAE,France,N,98,196,0
15239,UAE,FRA,2003,,4,,2015,LIC,Baynunah,SH,corvette,L,4,,2011-2015,UAE,France,N,107.25,429,429
32379,UAE,FRA,2005,,2,,2017,LIC,Baynunah,SH,corvette,L,2,,2016-2017,UAE,France,N,107.25,214.5,214.5
57987,UAE,FRA,2009,X,1,,2013,N/A,BlueMaster,GR,ASW sonar,L,1,,2013,UAE,France,N,10,10,10
66130,UAE,FRA,2017,X,,,0,N/A,CAPTAS-1,GR,ASW sonar,L,,,,UAE,France,N,7.5,0,0
52231,UAE,FRA,2009,X,1,,2013,N/A,CAPTAS-2,GR,ASW sonar,L,1,,2013,UAE,France,N,9,9,9
65056,UAE,FRA,2021,,12,,0,CANC,EC725 Super Cougar,AC,anti-ship helicopter,,,,,UAE,France,N,13,156,0
61446,UAE,FRA,2019,,2,,0,N/A,Gowind-2500,SH,frigate,,,,,UAE,France,N,0,0,0
56160,UAE,FRA,2013,,17,,2017,N/A,Ground Master-200,GR,air search radar,L,17,X,2015-2017,UAE,France,N,10,170,170
56161,UAE,FRA,2015,,2,,0,N/A,Helios-2,SA,recce satellite,L,1,,2020,UAE,France,N,50,100,50
51828,UAE,FRA,2011,X,20,X,2013,N/A,MICA,MI,BVRAAM,L,20,X,2013,UAE,France,N,0.4,8,8
62710,UAE,FRA,2018,X,,,0,N/A,MICA,MI,BVRAAM,L,,,,UAE,France,N,0.4,0,0
21271,UAE,FRA,2006,,150,X,2017,N/A,MM-40-3 Exocet,MI,anti-ship/land-attack missile,L,150,X,2010-2017,UAE,France,N,1,150,150
62708,UAE,FRA,2019,X,30,X,0,N/A,MM-40-3 Exocet,MI,anti-ship/land-attack missile,L,,,,UAE,France,N,1,30,0
50236,UAE,FRA,2021,,80,,0,N/A,Rafale F4,AC,FGA aircraft,,,,,UAE,France,N,0,0,0
63134,UAE,FRA,2019,,,,0,N/A,RDY,GR,combat aircraft radar,L,,,,UAE,France,N,2,0,0
59223,UGA,FRA,2015,,31,X,2017,PEAC,Bastion,AV,APC/APV,L,31,X,2017,Uganda,France,N,0.16,4.96,4.96
54077,UK,FRA,1999,X,150,X,2013,N/A,ASTER-15 SAAM,MI,SAM,L,150,X,2009-2013,United Kingdom,France,N,0.3,45,45
54078,UK,FRA,2001,X,300,X,2013,N/A,ASTER-30,MI,SAM,L,300,X,2009-2013,United Kingdom,France,N,1,300,300
60151,UK,FRA,2017,,8,,0,LIC,CAPTAS-4,GR,ASW sonar,L,,,,United Kingdom,France,N,11,88,0
55835,UK,FRA,2013,,28,,2016,N/A,FLASH,GR,ASW sonar,L,28,X,2015-2016,United Kingdom,France,N,2,56,56
66205,UKR,FRA,2022,,,,0,AID,AMX-10RC,AV,armoured car,L,,,,Ukraine,France,S,0.48,0,0
65908,UKR,FRA,2022,,20,,0,AID,Bastion,AV,APC/APV,L,,,,Ukraine,France,N,0.16,3.2,0
65421,UKR,FRA,2022,,18,,2022,AID,CAESAR 155mm,AR,self-propelled gun,L,18,,2022,Ukraine,France,S,0.44,7.92,7.92
65900,UKR,FRA,2022,X,19,,0,N/A,CAESAR 155mm,AR,self-propelled gun,,,,,Ukraine,France,N,1.07,20.33,0
65938,UKR,FRA,2022,,4,X,2022,AID,Crotale-NG,AD,SAM system,L,4,X,2022,Ukraine,France,S,4,16,16
61724,UKR,FRA,2018,,12,,2022,N/A,EC725 Super Cougar,AC,transport helicopter,L,12,X,2018-2022,Ukraine,France,S,3,36,36
65392,UKR,FRA,2022,,50,X,2022,AID,FGM-148 Javelin,MI,anti-tank missile,L,50,X,2022,Ukraine,France,S,0.012,0.6,0.6
63275,UKR,FRA,2020,,20,,0,LIC,FPB-98,SH,patrol craft,L,,,,Ukraine,France,N,6.5,130,0
66188,UKR,FRA,2022,,1,X,0,N/A,Ground Master-200,GR,air search radar,L,,,,Ukraine,France,N,10,10,0
65973,UKR,FRA,2022,,2,,2022,AID,M-270 MLRS 227mm,AR,self-propelled MRL,L,2,X,2022,Ukraine,France,S,0.48,0.96,0.96
65317,UKR,FRA,2022,,400,X,2022,AID,MILAN,MI,anti-tank missile,L,400,X,2022,Ukraine,France,S,0.004,1.6,1.6
65393,UKR,FRA,2022,,50,X,2022,AID,Mistral,MI,portable SAM,L,50,X,2022,Ukraine,France,S,0.036,1.8,1.8
65876,UKR,FRA,2022,,15,X,2022,AID,TR-F-1 155mm,AR,towed gun,L,15,X,2022,Ukraine,France,S,0.38,5.7,5.7
65610,UKR,FRA,2022,,60,X,2022,AID,VAB-VTT,AV,APC,L,60,X,2022,Ukraine,France,S,0.12,7.2,7.2
65957,UKR,FRA,2022,,100,X,2022,AID,VT-1,MI,SAM,L,100,X,2022,Ukraine,France,S,0.06,6,6
56855,URU,FRA,2013,X,1,X,2014,N/A,AS365/AS565 Panther,AC,helicopter,L,1,X,2014,Uruguay,France,N,3.25,3.25,3.25
64792,USA,FRA,2017,,141,X,2020,N/A,Atar-9,EN,turbojet,L,141,X,2019-2020,United States,France,S,0.6,84.6,84.6
60089,USA,FRA,2022,,10,X,0,N/A,CAPTAS-4,GR,ASW sonar,L,,,,United States,France,N,11,110,0
37694,USA,FRA,2002,,298,X,2018,LIC,FLASH,GR,ASW sonar,L,298,X,2006-2018,United States,France,N,2,596,596
61156,USA,FRA,2017,,45,X,0,N/A,Mirage F-1C,AC,FGA aircraft,L,35,X,2019-2022,United States,France,S,6.4,288,224
35513,USA,FRA,2004,,66,X,2013,N/A,MO-120-RT 120mm,AR,mortar,L,66,X,2008-2013,United States,France,N,0.1,6.6,6.6
36387,USA,FRA,1996,X,60,X,0,LIC,ship engine,EN,ship engine,,48,,2006-2022,United States,France,N,3,180,144
64992,USA,FRA,2004,,32,X,0,LIC,ship engine,EN,ship engine,,24,,2008-2022,United States,France,N,3,96,72
58001,UZB,FRA,2013,X,8,X,2016,N/A,AS-350/AS-550 Fennec,AC,light helicopter,L,8,X,2014-2016,Uzbekistan,France,N,0.9,7.2,7.2
58002,UZB,FRA,2013,,8,,2016,N/A,EC725 Super Cougar,AC,transport helicopter,L,8,X,2015-2016,Uzbekistan,France,N,7.5,60,60
62888,UZB,FRA,2018,,3,X,2019,N/A,EC725 Super Cougar,AC,transport helicopter,L,3,X,2019,Uzbekistan,France,N,7.5,22.5,22.5
54216,XXR,FRA,2016,X,1,X,2020,N/A,BlueWatcher,GR,ASW sonar,,1,X,2020,unknown recipient(s),France,N,2,2,2
,,,,,43860,,,,,,,,40961,,,,,,,,
