tidn,buyercod,sellercod,odat,odai,onum,onai,ldat,term,desig2,wcat,desc,coprod,nrdel,nrdelai,delyears,buyer,seller,status,tivunit,tivorder,tivdel
52937,KUW,UK,2007,,10,X,2011,N/A,RMTS,OT,IFV turret,L,10,X,2010-2011,Kuwait,United Kingdom,N,0.6,6,6
61514,KUW,UK,2017,X,8,,2017,N/A,Thales ROTSS,OT,APC turret,,8,X,2017,Kuwait,United Kingdom,N,0.1,0.8,0.8
57878,LAT,UK,2014,,50,X,2020,N/A,Scimitar,AV,light tank,L,50,X,2015-2020,Latvia,United Kingdom,S,0.332,16.6,16.6
64936,LAT,UK,2019,,40,X,2022,N/A,Scimitar,AV,light tank,L,40,X,2020-2022,Latvia,United Kingdom,S,0.332,13.28,13.28
57173,LAT,UK,2014,,73,X,2020,N/A,Spartan,AV,APC,L,73,X,2015-2020,Latvia,United Kingdom,S,0.1,7.3,7.3
64150,LAT,UK,2019,,42,X,2022,N/A,Spartan,AV,APC,L,42,X,2020-2022,Latvia,United Kingdom,S,0.1,4.2,4.2
50718,LIT,UK,2008,,2,,2013,N/A,Hunt,SH,MCM ship,L,2,,2013,Lithuania,United Kingdom,R,36.3,72.6,72.6
65371,LIT,UK,2020,,1,,0,N/A,Hunt,SH,MCM ship,L,,,,Lithuania,United Kingdom,R,36.3,36.3,0
63397,MAL,UK,2005,X,4,X,2017,VIA,air refuel system,OT,air refuel system,L,4,,2015-2017,Malaysia,United Kingdom,N,10,40,40
59094,MAL,UK,2015,,1,X,2016,N/A,Forceshield,AD,SAM system,L,1,X,2016,Malaysia,United Kingdom,N,8.5,8.5,8.5
40281,MAL,UK,2007,,31,,2010,MOD,Seawolf,MI,SAM,L,31,X,2010,Malaysia,United Kingdom,N,0.25,7.75,7.75
59096,MAL,UK,2015,,150,X,2020,N/A,Starstreak,MI,SAM,L,150,X,2016-2020,Malaysia,United Kingdom,N,0.09,13.5,13.5
39454,MAL,UK,2006,,8,,2009,N/A,Viper,EN,turbojet,L,8,,2009,Malaysia,United Kingdom,N,0.4,3.2,3.2
62443,MOR,UK,2016,X,2,,2018,N/A,Seaspray,GR,MP aircraft radar,L,2,,2018,Morocco,United Kingdom,N,2,4,4
57999,MOZ,UK,2013,,25,,2013,N/A,AT-105 Saxon,AV,APC,L,25,,2013,Mozambique,United Kingdom,S,0.08,2,2
57998,MOZ,UK,2013,,40,,2013,N/A,FV-432,AV,APC,L,40,,2013,Mozambique,United Kingdom,S,0.12,4.8,4.8
60266,MRA,UK,2015,,4,X,2016,N/A,AT-105 Saxon,AV,APC,L,4,X,2016,Mauritania,United Kingdom,S,0.08,0.32,0.32
64772,MWI,UK,2015,X,1,,2016,N/A,SA-341 Gazelle,AC,light helicopter,L,1,,2016,Malawi,United Kingdom,S,0.32,0.32,0.32
65847,NAT,UK,2016,,9,,0,N/A,air refuel system,OT,air refuel system,L,7,X,2020-2022,NATO**,United Kingdom,N,10,90,70
65846,NAT,UK,2016,,18,,0,VIA,Trent-700,EN,turbofan,L,14,,2020-2022,NATO**,United Kingdom,N,6,108,84
51128,NOR,UK,2009,,200,X,2012,N/A,Sting Ray,MI,ASW torpedo,L,200,X,2011-2012,Norway,United Kingdom,N,0.4,80,80
56511,NZ,UK,2014,,60,X,2022,N/A,CAMM,MI,SAM,L,60,X,2020-2022,New Zealand,United Kingdom,N,0.35,21,21
32529,OMA,UK,2007,,3,,2014,N/A,Al Shamikh,SH,frigate,L,3,,2013-2014,Oman,United Kingdom,N,144.5,433.5,433.5
62375,OMA,UK,2019,X,48,X,0,N/A,ASRAAM,MI,BVRAAM,L,24,X,2022,Oman,United Kingdom,N,0.18,8.64,4.32
65737,OMA,UK,2012,,4,X,2018,N/A,EJ-200,EN,turbofan,,4,X,2017-2018,Oman,United Kingdom,N,2.5,10,10
52945,OMA,UK,2012,,8,,2017,N/A,Hawk-100,AC,trainer/combat aircraft,L,8,,2017,Oman,United Kingdom,N,10,80,80
50654,OMA,UK,2012,,12,,2018,N/A,Typhoon Block-20,AC,FGA aircraft,L,12,,2017-2018,Oman,United Kingdom,N,57.5,690,690
36267,PAK,UK,2005,,2,,2008,N/A,SA-316B Alouette-3,AC,light helicopter,L,2,,2008,Pakistan,United Kingdom,S,0.36,0.72,0.72
61410,PAK,UK,2017,,4,,2018,N/A,Sea King/Commando,AC,transport helicopter,L,4,,2017-2018,Pakistan,United Kingdom,S,2.7,10.8,10.8
61038,PAK,UK,2016,,1,,2018,N/A,Sea King HAR-3,AC,transport helicopter,L,1,,2018,Pakistan,United Kingdom,S,2.7,2.7,2.7
61220,PAK,UK,2016,X,3,,2022,VIA,Seaspray,GR,MP aircraft radar,L,3,,2018-2022,Pakistan,United Kingdom,N,2,6,6
64960,PAK,UK,2020,,3,,0,VIA,Seaspray,GR,MP aircraft radar,L,,,,Pakistan,United Kingdom,N,2,6,0
57986,PAK,UK,2013,X,1,,2013,N/A,ship engine,EN,ship engine,,1,,2013,Pakistan,United Kingdom,S,0.6,0.6,0.6
64281,PAK,UK,2015,,4,,2021,VIA,ship engine,EN,ship engine,,4,,2018-2021,Pakistan,United Kingdom,N,2.5,10,10
51816,PER,UK,2009,X,2,X,2014,N/A,Seaspray,GR,MP aircraft radar,L,2,X,2013-2014,Peru,United Kingdom,N,2,4,4
59665,PHI,UK,2016,,2,,2019,N/A,AW-159 Wildcat,AC,ASW helicopter,L,2,,2019,Philippines,United Kingdom,N,14,28,28
62041,PHI,UK,2018,X,50,X,2019,N/A,Paveway,MI,guided bomb,L,50,X,2019,Philippines,United Kingdom,N,0.02,1,1
64098,PHI,UK,2020,X,50,X,2020,N/A,Paveway,MI,guided bomb,L,50,X,2020,Philippines,United Kingdom,N,0.02,1,1
